"Speed_(mph)"	"MPG"
0.0537368325555807	11.0550827720122
15.3016122794153	28.6881904116554
118.447572559168	13.9078269071133
71.6146125070361	34.296083144568
90.6239597171578	31.8040318112675
40.9630734974127	36.0537148775731
111.174419638422	21.2645799437467
106.354916185606	26.3574996566669
109.801541150271	20.0295007029892
104.507903976002	26.5098288869683
5.96569296705274e-05	13.061505776228
2.1825953879882	16.6593681749386
119.820692747773	11.9295131798437
0.513384914200786	13.6260845412695
118.317594428746	14.6189662876453
42.1065773270214	35.5356081007507
0.0074078474772786	12.7839676897178
119.986732817945	12.2994379089523
0.0056812851637889	13.0572414604443
9.02398645946972	23.1332547526051
19.1073687212969	27.264309607196
4.24149223035276	16.8952767808698
81.3495640592518	34.4152829126756
107.260954620767	26.6851210279015
13.3421928625698	24.8481851620351
0.0449478314632434	12.5287217165874
6.30772658407288	19.4251731433994
0.0640027454103446	12.5894513071897
19.7058426286587	29.4548381415803
37.4742818617908	35.4844551338123
97.112911507482	37.7554770214019
119.989902322269	12.3936136174778
0.0109881827472389	13.1131081224381
73.8025512836269	37.0859599375777
0.346265832482846	14.8691585210721
119.028091921242	13.034003327108
33.5669025953614	39.2821447018323
62.7014468048627	39.2975517332596
58.3104951734413	41.0774761164817
89.0994708848096	35.6438196953245
117.001530886152	17.5693861141182
0.000657395428876013	11.9789638739623
1.45240352928338	15.7328041847438
29.2606665122642	30.926919588164
104.538546325452	30.468437463142
101.659189858252	29.7167957373271
118.343828315209	14.4846141147935
11.7849288484147	26.6822361257085
